cm_id,claim_id,start_date,end_date,pl,productmodel,partno,totalamount,program_number,program_name,descr,actual_activity,reseller,claim_status,business_type,activity_subtype,activity_subtype_id
53166,21095,2022-08-14T00:00:00.000+0000,2022-08-20T00:00:00.000+0000,MS- (544H8A),HyperXSoloCastBlackHMIS1X-XX-BK/G,4P5P8AA,15495.22,HAIS-AM-X00622,Amazon Promo 7-31 to 9-3-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
54280,21623,2022-10-02T00:00:00.000+0000,2022-10-29T00:00:00.000+0000,2N- (7CC42AA),DJ 3755 AiO White,J9V91A,54000,12575,Deskjet Shipper Sep-Nov,undefined,In-Store Merchandising Enhancement,Best Buy,Approved,HPS HW,,
44840,17271,2022-01-01T00:00:00.000+0000,2022-01-31T00:00:00.000+0000,2N- (7CC42AA),,,18000,12011,ASP: HPS EGG Diamond Package ,undefined,Ad Funding,Amazon,Approved,HPS HW,Holiday,Holiday
56540,22437,2022-11-06T00:00:00.000+0000,2022-11-12T00:00:00.000+0000,MS- (544H8A),HyperXCloudXStingerCWHHSS1C-DG-GY/G,4P5J0AA,4313.88,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
25547,8353,2020-02-01T00:00:00.000+0000,2020-02-29T00:00:00.000+0000,1N- (7CC38AA),,,310413.53,10179,Q220 CX HPS Ink Program,Sales goal Attainment,Margin Enhancement,Amazon,Approved,HPS INK,Program,Other
44848,17271,2022-02-01T00:00:00.000+0000,2022-02-28T00:00:00.000+0000,IR -(7RB50A),,,7250,12011,ASP: HPS EGG Diamond Package ,undefined,Ad Funding,Amazon,Approved,HPS HW,Holiday,Holiday
48577,19415,2022-01-31T00:00:00.000+0000,2022-02-05T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireHasteBlkHMSH1-A-BK/G,4P5P9AA,3225.6,HAMC-AM-X01622,Amazon Promos 1-30 to 2-5		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
55599,22103,2022-06-01T00:00:00.000+0000,2022-06-30T00:00:00.000+0000,2G- (7RB34A),,,34662.28,AAD-AM-M04022,Amazon 2022 Gold Status Ad Support,undefined,Ad Funding,Amazon,Approved,PC,,
52595,20230,2022-06-26T00:00:00.000+0000,2022-07-02T00:00:00.000+0000,MS- (544H8A),HyperXCloudAlphaSBlueHX-HSCAS-BL/WW,4P5L3AA,9959.34,HAIS-AM-X00122,Amazon Promo 6-5 to 7-2-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
36673,14364,2020-08-31T00:00:00.000+0000,2020-09-07T00:00:00.000+0000,5M- (7CC52AA),ENVY 7855 Photo,K7R96A,20000,10903 ,Ad Funds - Inkjet Printers FY'21 H2,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
47678,19098,2022-04-29T00:00:00.000+0000,2022-05-31T00:00:00.000+0000,5M- (7CC52AA),Envy 7255e,1W2Y9A,1353.41,12185,ASP - HSN QVC Envy Inspire 7255e,undefined,Pay for Performance 2nd Tier,New Age,Approved,HPS HW,Program,Other
52598,20230,2022-06-26T00:00:00.000+0000,2022-07-02T00:00:00.000+0000,MS- (544H8A),HyperXCloudAlphaSBlkHX-HSCAS-BK/WW,4P5L2AA,7528.32,HAIS-AM-X00122,Amazon Promo 6-5 to 7-2-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
50378,19612,2022-01-24T00:00:00.000+0000,2022-01-30T00:00:00.000+0000,MS- (544H8A),HyperXPuddingKeycapsHKCPXA-BK/G,4P5P4AA,1911,HAMC-AM-X01522,Amazon Promos 1-24 to 1-30		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
52594,20230,2022-06-26T00:00:00.000+0000,2022-07-02T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsRedHX-KB6RDX,4P4F6AA,1091.7,HAIS-AM-X00122,Amazon Promo 6-5 to 7-2-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
54768,21806,2022-09-04T00:00:00.000+0000,2022-09-10T00:00:00.000+0000,MS- (544H8A),HyperXCloudBluePS5HHSC2-FA-BL,4P5H9AA,2632,HAIS-TG-X01322,SepPromo,undefined,Instant Savings,Target,Approved,HyperX,UNKNOWN,UNKNOWN
50193,20121,2022-07-25T00:00:00.000+0000,2022-07-30T00:00:00.000+0000,2G- (7RB34A),U284KHDR,1Z978AA,1237.5,AIS-BB-D04122,Best Buy Monitor Cycle IRs_Q3 '22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
50377,19612,2022-01-24T00:00:00.000+0000,2022-01-30T00:00:00.000+0000,MS- (544H8A),HyperXCloudAlphaSBlueHX-HSCAS-BL/WW,4P5L3AA,20448,HAMC-AM-X01522,Amazon Promos 1-24 to 1-30		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
37271,14488,2020-04-01T00:00:00.000+0000,2020-06-30T00:00:00.000+0000,2Q- (7CC44AA),,,79.14,10461,ASP New Age Stay Healthy - April - June 2020,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,Program,Other
36680,14364,2020-09-21T00:00:00.000+0000,2020-09-28T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 8035 All-in-One Printer,5LJ23A,20000,10903 ,Ad Funds - Inkjet Printers FY'21 H2,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
51099,20088,2022-01-01T00:00:00.000+0000,2022-06-30T00:00:00.000+0000,2G- (7RB34A),,,1287.85,AAD-AR-M12521,VPA Aarons H1 2022 Demand Generation,undefined,Ad Funding,Aarons,Approved,PC,Display,Display
25691,8392,2020-03-15T00:00:00.000+0000,2020-03-21T00:00:00.000+0000,5M- (7CC52AA),ENVY 6255 Photo,K7G18A,20000,10301,Ad Funds - Inkjet Printers FY'21 H1 ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
54074,20819,2022-04-17T00:00:00.000+0000,2022-04-23T00:00:00.000+0000,MS- (544H8A),HyperXMousePadHMPM1R-A-XL,4S7T2AA,442.5,HAIS-BB-X00322,Best Buy Promo 4/17/2022 to 4/23/2022,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
54084,20819,2022-04-17T00:00:00.000+0000,2022-04-23T00:00:00.000+0000,MS- (544H8A),HyperXQuadCastBlk-RdHyperX-MICQC-BK,4P5P6AA,1764,HAIS-BB-X00322,Best Buy Promo 4/17/2022 to 4/23/2022,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
52597,20230,2022-06-26T00:00:00.000+0000,2022-07-02T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsCoreHX-KB7RDX,4P5P3AA,943.92,HAIS-AM-X00122,Amazon Promo 6-5 to 7-2-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
47635,19076,2022-05-29T00:00:00.000+0000,2022-05-30T00:00:00.000+0000,KV- (4XM40A),14C-CC0013DX,350G6UA,41990,AIS-BB-N17821,BBY 2H'21 Cycle IR_Circinus,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
59826,23414,2023-01-01T00:00:00.000+0000,2023-01-28T00:00:00.000+0000,5M- (7CC52AA),,,23636.36,12872,Paid Search - Inkjet Printers Dec-Feb,undefined,Ad Funding,Best Buy,Approved,HPS HW,Search,Search
59909,23453,2023-01-09T00:00:00.000+0000,2023-01-15T00:00:00.000+0000,2G- (7RB34A),M22F,2D9J9AA,77425,AIS-BB-D12022,Best Buy Monitor Cycle IRs 1 '23,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
47688,19104,null,null,,,,0,,,,,,,,UNKNOWN,UNKNOWN
40937,15420,2021-06-01T00:00:00.000+0000,2021-06-30T00:00:00.000+0000,GK- (7CC97AA),,,227,11558,H2 21 Amazon SVS - Toner,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,,
59907,23453,2023-01-09T00:00:00.000+0000,2023-01-15T00:00:00.000+0000,2G- (7RB34A),U284KHDR,1Z978AA,577.5,AIS-BB-D12022,Best Buy Monitor Cycle IRs 1 '23,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
38395,14326,2020-08-23T00:00:00.000+0000,2020-08-29T00:00:00.000+0000,AU- (7CC70AA),,,15872.26,10658,Staples CQ3'20 - 20% Off ,SPECIAL NEGOTIATED DISCOUNT,MIR,Staples,Approved,Ink and Media,UNKNOWN,UNKNOWN
41396,15553,2021-07-01T00:00:00.000+0000,2021-07-31T00:00:00.000+0000,GJ- (7CC96AA),,,5833.33,11447,H2 21 Toner A+ Premium Content,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,,
38168,14668,2020-11-08T00:00:00.000+0000,2020-11-14T00:00:00.000+0000,2Q- (7CC44AA),,,30000,11067,ASP: HPS Printer Store Billboard - M283fdw,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Billboard
59667,23336,2022-10-11T00:00:00.000+0000,2022-10-12T00:00:00.000+0000,KV- (4XM40A),15-DY2024NR,4X6F6UA,9365.46,AIS-AM-M10522,Amazon 2022 Non H-P Oct Event NB_DT_MTR IR,undefined,Instant Savings,Amazon,Approved,PC,Program,Other
25568,8363,2020-03-01T00:00:00.000+0000,2020-04-04T00:00:00.000+0000,DU- (7CC74AA),,,833.33,10309,Paid Search - Inkjet Printers,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Search
61322,23683,2022-10-21T00:00:00.000+0000,2022-10-31T00:00:00.000+0000,KV- (4XM40A),15-eu1026nr,67W66UA,9860,AIS-AM-M10622,Amazon 2022 Oct Event Hand-Picked NB_DT_MTR IR,undefined,Instant Savings,Amazon,Approved,PC,Program,Other
41398,15553,2021-07-01T00:00:00.000+0000,2021-07-31T00:00:00.000+0000,GP- (7CD00AA),,,4270.83,11447,H2 21 Toner A+ Premium Content,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,,
45435,17562,2022-04-01T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,MS- (544H8A),HyperXAlloyCoreRGBHX-KB5ME2,4P4F5AA,35.84,HAMC-DH-X01222,Staples via D&H HyperX Meet Comp 03/01/2022 to 05/31/2022 ,undefined,Meet Competition,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
48216,19312,2022-06-06T00:00:00.000+0000,2022-06-12T00:00:00.000+0000,2G- (7RB34A),OMEN27I,8AC94AA,6088.5,AEL-2X-D06622,FQ2'22 MTR $1.3M EOL Program,undefined,End Of Life,Best Buy,Approved,PC,Program,Other
47696,19111,2022-05-04T00:00:00.000+0000,2022-05-08T00:00:00.000+0000,KV- (4XM40A),14B-CB0013DX,350H8UA,169950,AIS-BB-N15621,BBY C1'21 Cycle IR_Canis,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
54786,21818,2022-07-24T00:00:00.000+0000,2022-07-30T00:00:00.000+0000,MS- (544H8A),HyperXCloudXStingerHX-HSCSX-BK/WW,4P5K1AA,1595,HAIS-TG-X01422,JulPromo,undefined,Instant Savings,Target,Approved,HyperX,UNKNOWN,UNKNOWN
45463,17570,2022-04-03T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,2Q- (7CC44AA),,,20000,12255,Ad Funds - HPS Laser Apr-May,undefined,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
43084,16038,2022-01-03T00:00:00.000+0000,2022-01-09T00:00:00.000+0000,2N- (7CC42AA),HP DeskJet 2755e,26K67A,30000,11885,Ad Funds - Inkjet Printers Dec-Feb,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
43499,16127,2021-07-26T00:00:00.000+0000,2021-12-31T00:00:00.000+0000,7T-(7CC62AA),HP OJ Pro 8025e,1K7K3A,2499.2,11703,CP  Price Increase True-up,SPECIAL NEGOTIATED DISCOUNT,Stock return avoidance,Microcenter,Approved,HPS HW,UNKNOWN,UNKNOWN
59493,23236,2022-11-25T00:00:00.000+0000,2022-12-16T00:00:00.000+0000,1M- (4XM00A),TG02-0047c,575P1AA,8200,AEL-2X-D01022,Desktop EOL FQ1'22,undefined,End Of Life,Sams Club,Approved,PC,UNKNOWN,UNKNOWN
24835,8217,2020-02-09T00:00:00.000+0000,2020-02-29T00:00:00.000+0000,4H- (7CC47AA),,,2000,10279,ASP - Brandsmart FYQ2'20 Funding,MARKET DEVELOPMENT FUNDS,Ad Funding,New Age,Approved,HPS HW,Program,Advertising
43498,16127,2021-07-26T00:00:00.000+0000,2021-12-31T00:00:00.000+0000,7T-(7CC62AA),HP OJ Pro 9025e,1G5M0A,168.9,11703,CP  Price Increase True-up,SPECIAL NEGOTIATED DISCOUNT,Stock return avoidance,Microcenter,Approved,HPS HW,UNKNOWN,UNKNOWN
54524,21690,2022-10-02T00:00:00.000+0000,2022-10-29T00:00:00.000+0000,GC - (7CC91AA),,,8125,12619,Paid Search - Inkjet Printers Sep-Nov,undefined,Ad Funding,Best Buy,Approved,HPS HW,Search,Search
38318,14701,2020-11-29T00:00:00.000+0000,2021-01-02T00:00:00.000+0000,4H- (7CC47AA),,,833.33,10799, Paid Search - Inkjet Printers ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Search
51419,20667,2022-07-25T00:00:00.000+0000,2022-07-30T00:00:00.000+0000,KV- (4XM40A),15-ey0013dx,66B44UA,223620,AIS-BB-N12722,BBY Student Portal BTS 2022,undefined,Instant Savings,Best Buy,Approved,PC,BTS,BTS
39382,14868,2020-06-28T00:00:00.000+0000,2020-12-26T00:00:00.000+0000,DU- (7CC74AA),,,74783.93,10698,Staples 2H 2020 HPS Inkjet Growth Program,Sales goal Attainment,Margin Enhancement,Staples,Approved,HPS HW,,
48180,19302,2022-05-01T00:00:00.000+0000,2022-05-31T00:00:00.000+0000,KV- (4XM40A),15-EF2048NR,464Y1UA,6335,AEL-2X-N05222,Notebook EOL FQ2'22 Acceleration,undefined,End Of Life,Aarons,Approved,PC,UNKNOWN,UNKNOWN
55181,21942,2022-08-28T00:00:00.000+0000,2022-08-28T00:00:00.000+0000,MS- (544H8A),HyperXAlloyCoreRGBHX-KB5ME2,4P4F5AA,29.52,HAIS-AM-X00622,Amazon Promo 7-31 to 9-3-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
46601,18627,2022-04-01T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,5T- (7CC54AA),,,314457.12,11926,1H22 Xerox Program Funding,undefined,Margin Enhancement,Supplies Network,Approved,Toner,Program,Advertising
40721,15353,2021-01-01T00:00:00.000+0000,2021-03-31T00:00:00.000+0000,2N- (7CC42AA),,,855.49,11251,New Age Stay Healthy - Jan - March 2021,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
47594,19056,2022-03-09T00:00:00.000+0000,2022-04-03T00:00:00.000+0000,KV- (4XM40A),13-BA1093CL,61C71UA,975750,AIS-CO-N18121,Costco C2'21 Warehouse NB IR Program,undefined,Instant Savings,Costco,Approved,PC,Program,Other
43233,16078,2021-11-21T00:00:00.000+0000,2021-11-27T00:00:00.000+0000,5M- (7CC52AA),,,25000,12015,ASP Meijer Black Friday Merchandising,MARKET DEVELOPMENT FUNDS,Ad Funding,New Age,Approved,HPS HW,Holiday,Black_Friday
54104,21060,2022-02-06T00:00:00.000+0000,2022-02-12T00:00:00.000+0000,MS- (544H8A),HyperXQuadCastBlk-RdHyperX-MICQC-BK,4P5P6AA,21,HAMC-BB-X00522,Best Buy Promotions 2/6/2022 to 2/12/2022,undefined,MIR,Best Buy,Cancelled,HyperX,UNKNOWN,UNKNOWN
59607,23297,2022-08-21T00:00:00.000+0000,2022-08-27T00:00:00.000+0000,MS- (544H8A),HyperXPuddingKeycapsHKCPXP-WT-US/G,4P5P5AA,14,HAIS-BB-X01622,Best Buy - HP Aug Promo 07-31-2022 to 09-03-2022,undefined,Instant Savings,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
54105,21060,2022-02-06T00:00:00.000+0000,2022-02-12T00:00:00.000+0000,MS- (544H8A),HyperXAlloyCoreRGBHX-KB5ME2,4P4F5AA,403.5,HAMC-BB-X00522,Best Buy Promotions 2/6/2022 to 2/12/2022,undefined,MIR,Best Buy,Cancelled,HyperX,UNKNOWN,UNKNOWN
51855,20780,2022-05-29T00:00:00.000+0000,2022-07-02T00:00:00.000+0000,MS- (544H8A),,,15000,HAAD-BB-X01422,BBY PC - PC01 Endcap - Feb 2022 thru Feb 2023,undefined,Ad Funding,Best Buy,Approved,HyperX,Program,Endcap
25629,8075,2020-01-19T00:00:00.000+0000,2020-01-25T00:00:00.000+0000,5M- (7CC52AA),HP Tango Printer,2RY54A,90,9815,"Trade in and Recycle - Jan-Mar, 2020",SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Approved,HPS HW,Program,Other
48879,19543,2022-06-27T00:00:00.000+0000,2022-07-02T00:00:00.000+0000,2G- (7RB34A),M27F,2G3D3AA,303072,AIS-BB-D04122,Best Buy Monitor Cycle IRs_Q3 '22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
25630,8075,2020-01-19T00:00:00.000+0000,2020-01-25T00:00:00.000+0000,5M- (7CC52AA),ENVY 6255 Photo,K7G18A,247.5,9815,"Trade in and Recycle - Jan-Mar, 2020",SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Approved,HPS HW,Program,Other
39164,14924,2020-08-16T00:00:00.000+0000,2020-08-22T00:00:00.000+0000,AU- (7CC70AA),,,115.86,10651,Staples CQ3'20 - BOGO50% ,SPECIAL NEGOTIATED DISCOUNT,MIR,Staples,Approved,Ink and Media,,
24655,8149,2020-02-23T00:00:00.000+0000,2020-02-29T00:00:00.000+0000,8A- (7CC63AA),HP Color LaserJet Pro MFP M479fdw Prntr,W1A80A,20000,9200,Ad Funds - OPS Laser FY'20H2,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,OPS HW,Program,Advertising
37174,14465,2019-12-29T00:00:00.000+0000,2020-06-27T00:00:00.000+0000,2B- (7CC40AA),,,20364.99,9966,Staples HPS - LaserJet Showcase H1 2020,Sales goal Attainment,Stretch Goal,Staples,Approved,HPS HW,Program,Showcase
50417,20197,2022-07-01T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,MS- (544H8A),,,39051.38,HAPF-AM-X00122,"Amazon US – Retail Program, Base Accrual and SVS",undefined,Stretch Goal,Amazon,Approved,HyperX,,
43460,16140,2022-01-30T00:00:00.000+0000,2022-02-18T00:00:00.000+0000,5M- (7CC52AA),,,7500,12105,To drive sales of HP+ printers and Instant Ink enrollments in February.,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Other
38809,14679,2020-08-01T00:00:00.000+0000,2020-09-30T00:00:00.000+0000,5M- (7CC52AA),,,4312.35,10878,New Age Stay Healthy - July - Sept 2020,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
57992,22871,2022-11-17T00:00:00.000+0000,2022-11-24T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireHasteBlkHMSH1-A-BK/G,4P5P9AA,109.62,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
45233,17424,2022-03-27T00:00:00.000+0000,2022-04-23T00:00:00.000+0000,7T- (7CC62AA),,,100000,12251, Staples Instant Ink Email  ,undefined,Ad Funding,Staples,Approved,HPS HW,Email,Email
47996,19225,2022-02-01T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,1M- (4XM00A),,,467636.82,AOR-WM-M04222,Walmart NRAP Program Q2 FY22,undefined,MIR,Wal-Mart,Approved,PC,Program,Other
60494,23686,2022-11-01T00:00:00.000+0000,2022-11-20T00:00:00.000+0000,KV- (4XM40A),15-EG2373CL,6W540UA,29400,AIS-CO-N01123,Costco C2'22 Warehouse NB IR Program,undefined,Instant Savings,Costco,Approved,PC,Program,Other
57720,22759,2022-10-01T00:00:00.000+0000,2022-10-31T00:00:00.000+0000,G0 - (7CC88AA),,,1079.67,12483,Q4 22 HP Toner Curated Placements,undefined,In-Store Merchandising Enhancement,Amazon,Approved,Toner,Display,Display
35255,12182,2020-05-01T00:00:00.000+0000,2020-07-31T00:00:00.000+0000,4H- (7CC47AA),,,891.65,10502,ASP Essendant Q3 '20 Margin Enhancement,Sales goal Attainment,Margin Enhancement,Essendant,Approved,HPS HW,,
44803,17253,2022-03-14T00:00:00.000+0000,2022-03-20T00:00:00.000+0000,2G- (7RB34A),M32F,2H5M7AA,13294,AIS-BB-D01522,Best Buy Monitor Cycle IRs_Q2 '22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
33035,12161,2020-03-29T00:00:00.000+0000,2020-06-30T00:00:00.000+0000,2Q- (7CC44AA),,,44056.8,9975,"H1 2020 LES Showcase & Growth (2B,2Q,1D,E4)",Sales goal Attainment,Margin Enhancement,Office Depot,Approved,HPS HW,,
32765,12141,2020-07-05T00:00:00.000+0000,2020-08-01T00:00:00.000+0000,5M- (7CC52AA),,,188511.03,10298,Margin Enhancement Program FY'21-H1 Jun-Aug,Sales goal Attainment,Margin Enhancement,Best Buy,Approved,HPS HW,,
54292,21628,2022-10-16T00:00:00.000+0000,2022-10-22T00:00:00.000+0000,LG-(390S3AA),LaserJet Tank MFP 2604sdw,381V1A,60,12680,Recycle Program - Tanks,undefined,IR,Best Buy,Approved,HPS HW,Program,Other
49541,19456,2022-04-03T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,1M- (4XM00A),,,815074.21,AOR-BB-D01922,Best Buy Q2'22 DT ZVR Program,undefined,Other Retailer Payments,Best Buy,Approved,PC,Program,Other
47997,19225,2022-02-01T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,KV- (4XM40A),,,2708592.08,AOR-WM-M04222,Walmart NRAP Program Q2 FY22,undefined,MIR,Wal-Mart,Approved,PC,Program,Other
25820,8201,2020-01-13T00:00:00.000+0000,2020-01-17T00:00:00.000+0000,8A- (7CC63AA),HP LaserJet Pro M404n Printer,W1A52A,5000,10038,OPS - Amazon Printer Store Blbd - LJP,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,OPS HW,Program,Billboard
42376,15838,2021-05-01T00:00:00.000+0000,2021-10-31T00:00:00.000+0000,5T- (7CC54AA),,,33333,11523,SN 2H'21 Contractual Growth Program,Sales goal Attainment,Stretch Goal,Supplies Network,Approved,Toner,,
37606,14565,2020-10-04T00:00:00.000+0000,2020-10-31T00:00:00.000+0000,5M- (7CC52AA),HP Envy 6055 AiO Printer,5SE16A,17550,10931,Dot Com Growth Plan - Sep/Oct,SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,,
49333,19688,2022-04-24T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,MS- (544H8A),HyperXCloudXStingerCWHHSS1C-DG-GY/G,4P5J0AA,435.76,HAMC-AM-X03322,Amazon Promos 4-24 to 4-30		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
25439,7870,2020-01-26T00:00:00.000+0000,2020-02-01T00:00:00.000+0000,2Q- (7CC44AA),CLJ Pro M281fdw MFP,T6B82A,18500,9875,Trade-in Program for BTB,SPECIAL NEGOTIATED DISCOUNT,MIR,Office Depot,Approved,HPS HW,BTB,BTB
49338,19688,2022-04-24T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,MS- (544H8A),HyperXCloudXSilverHHSC2-CG-SL/G,4P5H8AA,562.58,HAMC-AM-X03322,Amazon Promos 4-24 to 4-30		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
40564,15303,2021-02-01T00:00:00.000+0000,2021-04-30T00:00:00.000+0000,GP- (7CD00AA),,,54710.42,11273,Q2 21 Maintain/Grow Share - Toner,Sales goal Attainment,Stretch Goal,Amazon,Approved,Toner,UNKNOWN,UNKNOWN
37589,14565,2020-10-04T00:00:00.000+0000,2020-10-31T00:00:00.000+0000,2N- (7CC42AA),DJ 3755 AiO White,J9V91A,6630,10931,Dot Com Growth Plan - Sep/Oct,SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,,
55430,22036,2022-11-07T00:00:00.000+0000,2022-11-13T00:00:00.000+0000,2G- (7RB34A),OMEN27I,8AC94AA,153835,AIS-BB-D10822,Best Buy Black Friday Monitors 2022,undefined,Instant Savings,Best Buy,Approved,PC,Holiday,Black_Friday
53294,21291,2022-10-10T00:00:00.000+0000,2022-10-13T00:00:00.000+0000,5M- (7CC52AA),,,10000,12633,BBY Holiday Leadership Meeting - Training,undefined,Ad Funding,Best Buy,Approved,HPS HW,,
37601,14565,2020-10-04T00:00:00.000+0000,2020-10-31T00:00:00.000+0000,GC - (7CC91AA),HP Smart Tank Plus 651 AiO Printer,7XV38A,1530,10931,Dot Com Growth Plan - Sep/Oct,SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,,
60555,23707,2022-11-01T00:00:00.000+0000,2023-01-31T00:00:00.000+0000,GK- (7CC97AA),,,8102.45,12820,Staples Contract Premium Program,undefined,IR,Staples,Approved,Toner,,
37001,14435,2020-09-06T00:00:00.000+0000,2020-10-03T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 8035 All-in-One Printer,5LJ23A,79800,10931,Dot Com Growth Plan - Sep/Oct,SPECIAL NEGOTIATED DISCOUNT,IR,Best Buy,Approved,HPS HW,,
37588,14565,2020-10-04T00:00:00.000+0000,2020-10-31T00:00:00.000+0000,2N- (7CC42AA),DJ 3755 AiO Blue,J9V90A,435,10931,Dot Com Growth Plan - Sep/Oct,SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,,
58295,22914,2022-07-10T00:00:00.000+0000,2022-07-16T00:00:00.000+0000,MS- (544H8A),HyperXCloudStingerRedHX-HSCS-BK,4P5L7AA,4338,HAIS-GS-X00722,GameStop July Promo 03/07/2022 - 30/07/2022,undefined,Instant Savings,GameStop,Approved,HyperX,UNKNOWN,UNKNOWN
36995,14435,2020-09-06T00:00:00.000+0000,2020-10-03T00:00:00.000+0000,DU- (7CC74AA),OJP 7740 WF AiO,G5J38A,2505,10931,Dot Com Growth Plan - Sep/Oct,SPECIAL NEGOTIATED DISCOUNT,IR,Best Buy,Approved,HPS HW,,
41504,15585,2021-07-18T00:00:00.000+0000,2021-08-28T00:00:00.000+0000,2Q- (7CC44AA),,,840.73,11168,ASP Target - HP FH2 '21 Ad Accrual,Sales goal Attainment,Stretch Goal,Target,Approved,HPS HW,Program,Advertising
60616,23727,2022-07-17T00:00:00.000+0000,2022-07-23T00:00:00.000+0000,MS- (544H8A),HyperXCloudXSilverHHSC2-CG-SL/G,4P5H8AA,728,HAIS-DH-X06322,Staples July Promo,undefined,Instant Savings,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
